geography,Household Deprivation: Household is not deprived in any dimension; measures: Value,Household Deprivation: Household is deprived in 1 dimension; measures: Value,Household Deprivation: Household is deprived in 2 dimensions; measures: Value,Household Deprivation: Household is deprived in 3 dimensions; measures: Value,Household Deprivation: Household is deprived in 4 dimensions; measures: Value
BS16 3,1217,962,562,165,20
BS16 4,1406,1168,889,261,46
BS16 5,1937,1414,952,205,19
BS16 6,2277,1289,642,92,9
BS16 7,2082,748,160,16,1
BS16 9,2003,1289,661,135,22
BS2  0,471,642,328,132,25
BS2  8,819,1035,565,223,49
BS2  9,1106,859,668,236,36
BS20 0,983,734,331,56,3
BS20 6,1695,1185,618,99,10
BS20 7,2976,1313,444,93,12
BS20 8,1475,762,267,24,0
BS21 5,1037,722,291,44,7
BS21 6,1763,1229,667,164,13
BS21 7,2237,1381,547,103,12
BS22 6,1302,1288,903,150,8
BS22 7,2162,1285,574,134,15
BS22 8,2001,1614,950,188,12
BS22 9,1789,1231,554,75,3
BS23 1,649,915,670,261,58
BS23 2,1817,1632,882,280,65
BS23 3,1675,1819,1428,561,61
BS23 4,1365,1172,701,206,26
BS24 0,422,303,92,12,1
BS24 6,61,43,26,6,1
BS24 7,1829,870,422,88,10
BS24 8,381,342,238,26,0
BS24 9,1016,973,561,108,4
BS25 1,974,664,279,29,2
BS25 5,348,211,93,12,0
BS26 2,1134,641,250,39,6
BS27 3,1465,944,485,78,3
BS28 4,754,391,165,19,1
BS29 6,554,423,232,55,1
BS3  1,2091,1119,615,199,24
BS3  2,1084,829,566,138,12
BS3  3,1527,877,503,131,15
BS3  4,1867,1073,526,176,34
BS3  5,1303,1091,719,228,22
BS30 5,1041,620,283,49,1
BS30 6,724,469,198,34,5
BS30 7,858,441,157,22,0
BS30 8,2001,1382,754,189,13
BS30 9,1655,1059,507,58,1
BS31 1,1536,1055,684,93,10
BS31 2,1522,1211,689,115,9
BS31 3,924,527,194,31,4
BS32 0,1853,871,245,34,5
BS32 4,980,498,210,32,2
BS32 8,2112,882,248,58,4
BS32 9,1250,525,163,22,2
BS34 5,1318,1227,712,177,26
BS34 6,1208,922,455,108,9
BS34 7,1248,1011,590,128,13
BS34 8,1955,1005,381,65,5
BS35 1,1532,842,352,48,3
BS35 2,1330,871,385,108,8
BS35 3,668,472,178,16,1
BS35 4,1009,664,294,55,4
BS35 5,141,75,36,5,0
BS36 1,1254,842,390,56,2
BS36 2,1914,1173,529,70,8
BS37 4,1444,1183,661,124,14
BS37 5,1499,1093,553,111,5
BS37 6,1777,1077,465,67,1
BS37 7,1495,776,283,40,1
BS37 8,1229,818,341,55,2
BS37 9,166,97,49,11,0
BS39 4,530,310,122,28,1
BS39 5,938,535,236,52,2
BS39 6,598,379,180,25,4
BS39 7,961,738,413,69,4
BS4  1,1167,1663,1454,617,59
BS4  2,1887,1238,799,226,23
BS4  3,2029,1125,650,143,26
BS4  4,2387,1715,1087,227,20
BS4  5,629,528,330,85,8
BS40 5,1021,549,260,26,2
BS40 6,509,277,121,13,0
BS40 7,391,203,74,9,2
BS40 8,871,489,162,27,3
BS40 9,126,85,41,6,0
BS41 8,176,104,38,7,1
BS41 9,1294,565,251,47,4
BS48 1,1191,713,363,52,6
BS48 2,1525,947,468,56,3
BS48 3,1228,705,233,29,1
BS48 4,1285,722,269,39,6
BS49 4,1825,1029,456,102,10
BS49 5,733,432,205,48,4
BS5  0,760,1158,1177,540,99
BS5  6,2067,1761,1179,406,52
BS5  7,1838,1595,1077,292,27
BS5  8,1820,1467,803,230,33
BS5  9,1453,1433,1042,384,66
BS6  5,2280,1550,616,194,49
BS6  6,3044,1761,496,122,22
BS6  7,2453,1094,288,62,12
BS7  0,2869,2053,1089,318,28
BS7  8,2436,1032,375,89,5
BS7  9,2965,1738,1036,283,21
BS8  1,951,742,197,82,14
BS8  2,1849,1073,256,57,5
BS8  3,1405,655,191,49,3
BS8  4,2504,1272,311,81,15
BS9  1,1798,795,223,33,4
BS9  2,1278,897,507,115,6
BS9  3,2034,1031,374,67,5
BS9  4,1812,932,388,65,7
CA1  1,418,374,277,77,23
CA1  2,2140,1653,1033,316,28
CA1  3,1750,1527,1119,392,35
CA10 1,1206,767,359,74,3
CA10 2,681,487,212,36,2
CA10 3,905,661,316,56,8
CA11 0,959,591,259,36,2
CA11 7,726,590,310,92,27
CA11 8,1474,1280,675,126,9
CA11 9,1322,880,462,75,6
CA12 4,1000,715,282,48,1
CA12 5,703,506,223,41,1
CA13 0,2059,1093,496,86,3
CA13 9,1376,932,505,98,6
CA14 1,1566,1144,741,174,3
CA14 2,964,752,560,214,16
CA14 3,1335,1247,977,303,16
CA14 4,1401,872,454,80,5
CA14 5,972,1064,842,305,16
CA15 6,803,654,415,139,5
CA15 7,1105,930,644,180,12
CA15 8,650,728,582,201,8
CA16 6,1267,965,445,76,5
CA17 4,934,744,390,78,6
CA18 1,60,63,29,5,0
CA19 1,213,166,61,14,0
CA2  4,1637,1593,1033,320,28
CA2  5,1614,1222,686,209,15
CA2  6,1433,1525,1115,311,25
CA2  7,2231,1768,1016,309,36
CA20 1,780,511,210,31,0
CA21 2,257,124,48,9,5
CA22 2,1561,1270,816,234,17
CA23 3,284,209,100,32,3
CA24 3,277,143,90,18,0
CA25 5,982,829,652,234,14
CA26 3,699,499,386,112,11
CA27 0,403,186,74,13,0
CA28 6,2161,1161,620,130,3
CA28 7,474,506,421,169,29
CA28 8,1487,1107,831,232,12
CA28 9,911,918,849,319,17
CA3  0,1370,874,376,43,3
CA3  8,79,52,13,8,1
CA3  9,1616,1068,520,108,5
CA4  0,663,444,204,41,0
CA4  8,1355,812,305,37,2
CA4  9,185,117,47,9,0
CA5  6,809,502,230,37,3
CA5  7,702,461,221,28,3
CA6  4,877,542,247,31,0
CA6  5,492,575,316,107,7
CA6  6,274,221,128,26,2
CA7  0,316,239,105,22,1
CA7  1,327,196,88,25,2
CA7  2,507,373,231,34,2
CA7  3,496,417,308,67,3
CA7  4,675,609,411,91,7
CA7  5,385,273,146,20,0
CA7  8,410,254,98,12,0
CA7  9,1027,799,547,135,7
CA8  1,921,750,386,93,5
CA8  2,395,250,148,17,1
CA8  7,276,231,112,23,1
CA8  9,542,300,97,16,0
CA9  3,434,329,184,47,2
CB1  1,758,539,221,73,5
CB1  2,1769,918,312,91,9
CB1  3,3775,2398,1266,286,23
CB1  7,1032,480,145,21,2
CB1  8,1139,690,342,53,7
CB1  9,1887,1283,567,116,7
CB10 1,1102,605,299,36,2
CB10 2,1883,963,439,83,8
CB11 3,2058,1220,541,98,10
CB11 4,1872,965,405,52,1
CB2  0,224,339,57,6,1
CB2  1,449,386,124,52,16
CB2  3,72,60,11,2,0
CB2  7,38,20,4,0,0
CB2  8,737,461,128,46,6
CB2  9,744,410,166,51,4
CB21 4,1904,1019,436,57,5
CB21 5,1190,752,291,52,2
CB21 6,344,212,87,12,0
CB22 3,1571,1033,538,106,3
CB22 4,1035,466,207,41,1
CB22 5,1814,1013,406,56,3
CB22 6,249,153,75,6,0
CB22 7,736,381,147,20,0
CB23 1,649,319,105,11,0
CB23 2,425,256,106,13,0
CB23 3,767,329,197,64,6
CB23 4,254,129,64,7,2
CB23 5,579,181,47,6,2
CB23 6,1444,490,174,38,3
CB23 7,1993,955,356,50,5
CB23 8,1183,670,242,32,4
CB24 3,1031,476,181,29,2
CB24 4,789,372,156,25,1
CB24 5,1593,776,334,43,4
CB24 6,1036,492,169,28,0
CB24 8,1464,812,342,40,0
CB24 9,1795,944,437,62,4
CB25 0,1768,1058,497,86,4
CB25 9,2125,1188,483,83,6
CB3  0,1660,931,318,37,8
CB3  9,955,456,134,22,1
CB4  1,3223,2368,1031,278,35
CB4  2,2530,1966,1076,334,24
CB4  3,2539,1490,661,222,38
CB5  8,2174,1413,814,235,16
CB6  1,2208,1826,983,176,17
CB6  2,2495,1453,693,97,6
CB6  3,3000,1688,786,147,12
CB7  4,1953,1228,563,124,6
CB7  5,3374,2436,1293,256,17
CB8  0,1734,1496,813,210,31
CB8  7,1365,969,428,76,3
CB8  8,2069,1316,605,106,10
CB8  9,1519,964,383,66,2
CB9  0,1386,1114,619,140,14
CB9  7,1983,1194,562,97,5
CB9  8,870,846,534,163,17
CB9  9,1501,1123,646,161,18
CH1  1,259,166,72,18,7
CH1  2,260,170,88,15,3
CH1  3,760,675,497,166,22
CH1  4,1256,918,364,67,19
CH1  5,1818,1842,1465,561,45
CH1  6,992,670,302,53,5
CH2  1,1962,1268,622,126,8
CH2  2,1781,1089,519,124,11
CH2  3,2368,1124,616,161,15
CH2  4,1559,945,464,83,4
CH3  5,2855,1622,872,149,9
CH3  6,1166,605,250,39,0
CH3  7,1570,840,346,49,7
CH3  8,923,519,183,20,4
CH3  9,940,534,234,34,0
CH4  0,2126,1282,749,128,2
CH4  7,1815,972,424,84,4
CH4  8,2196,1495,891,328,33
CH4  9,826,401,158,37,3
CH41 0,565,493,401,109,13
CH41 1,136,108,58,34,2
CH41 2,320,464,441,197,28
CH41 3,120,184,255,143,18
CH41 4,256,432,464,246,17
CH41 5,175,151,91,70,8
CH41 6,24,57,31,11,2
CH41 7,222,320,306,185,10
CH41 8,269,366,363,219,15
CH41 9,239,243,228,109,9
CH42 0,334,383,318,125,10
CH42 1,325,500,451,203,20
CH42 2,303,286,252,111,15
CH42 3,273,342,401,180,12
CH42 4,596,573,484,171,25
CH42 5,483,458,338,155,14
CH42 6,682,601,430,106,13
CH42 7,343,332,244,97,11
CH42 8,470,308,162,42,5
CH42 9,713,523,335,104,12
CH43 0,991,697,358,68,4
CH43 1,557,443,294,113,13
CH43 2,956,623,332,73,5
CH43 3,431,372,293,70,10
CH43 4,363,448,392,180,23
CH43 5,841,535,315,88,11
CH43 6,401,276,130,30,3
CH43 7,773,695,601,249,13
CH43 8,334,259,162,41,5
CH43 9,1257,1033,751,199,11
CH44 0,416,435,324,159,9
CH44 1,441,376,265,79,11
CH44 2,483,389,240,45,2
CH44 3,427,366,190,39,2
CH44 4,572,595,488,204,12
CH44 5,438,462,411,126,12
CH44 6,265,362,408,144,16
CH44 7,180,279,310,134,13
CH44 8,393,489,368,148,34
CH44 9,539,462,393,147,15
CH45 0,326,252,87,18,2
CH45 1,493,432,267,94,16
CH45 2,414,493,408,109,17
CH45 3,520,412,181,32,4
CH45 4,687,561,357,88,12
CH45 5,850,636,327,106,12
CH45 6,508,323,159,27,1
CH45 7,579,488,301,98,12
CH45 8,863,648,347,75,5
CH45 9,406,346,207,59,8
CH46 0,634,575,367,53,2
CH46 1,382,343,248,107,2
CH46 2,306,391,322,146,10
CH46 3,386,240,134,34,1
CH46 5,115,78,37,6,0
CH46 6,1080,722,399,91,4
CH46 7,298,361,404,154,12
CH46 8,358,362,440,180,8
CH46 9,403,433,404,123,6
CH47 0,141,57,44,3,0
CH47 1,155,94,26,1,0
CH47 2,457,306,162,37,3
CH47 3,494,303,164,27,2
CH47 4,188,153,83,16,0
CH47 5,171,90,22,3,0
CH47 6,214,114,30,4,0
CH47 7,265,162,52,7,0
CH47 9,280,162,78,4,1
CH48 0,437,264,139,20,2
CH48 1,220,110,15,1,0
CH48 2,336,165,42,4,0
CH48 3,346,207,102,14,1
CH48 4,201,109,82,14,2
CH48 5,564,341,196,43,2
CH48 6,339,267,241,42,1
CH48 7,149,67,20,3,0
CH48 8,294,179,44,5,0
CH48 9,567,306,123,7,0
CH49 0,295,274,199,57,8
CH49 1,559,281,135,9,0
CH49 2,756,493,250,38,1
CH49 3,655,538,269,29,1
CH49 4,929,765,478,105,7
CH49 5,268,226,152,35,5
CH49 6,791,548,304,44,1
CH49 7,277,288,285,118,4
CH49 8,316,363,444,169,12
CH49 9,227,248,227,100,9
CH5  1,1196,1296,959,267,28
CH5  2,1078,1083,788,210,13
CH5  3,2158,1227,565,62,4
CH5  4,2882,2199,1281,336,25
CH6  5,1875,1799,1290,372,18
CH6  6,528,560,413,103,8
CH60 0,343,170,88,6,1
CH60 1,483,224,75,6,0
CH60 2,356,229,51,5,0
CH60 3,250,125,25,4,0
CH60 4,223,106,25,1,0
CH60 5,442,261,129,32,1
CH60 6,298,165,54,0,0
CH60 7,268,199,105,18,0
CH60 8,256,111,22,2,0
CH60 9,308,174,48,4,0
CH61 0,107,72,30,2,0
CH61 1,267,174,62,0,0
CH61 2,116,93,37,5,0
CH61 3,327,258,151,23,1
CH61 4,631,380,185,24,1
CH61 5,465,372,269,41,2
CH61 6,500,334,189,43,0
CH61 7,358,308,173,29,2
CH61 8,373,355,229,38,1
CH61 9,341,221,120,27,1
CH62 0,251,116,89,20,2
CH62 1,462,482,361,151,15
CH62 2,705,494,223,56,7
CH62 3,264,134,77,17,0
CH62 4,403,241,183,57,3
CH62 5,414,377,260,76,6
CH62 6,839,526,231,15,0
CH62 7,532,465,351,129,4
CH62 8,890,663,428,82,6
CH62 9,521,481,392,138,6
CH63 0,1040,623,200,14,1
CH63 1,81,44,19,2,0
CH63 2,931,643,393,82,3
CH63 3,796,570,352,60,5
CH63 4,71,43,18,3,0
CH63 5,783,506,285,81,6
CH63 6,85,74,30,4,1
CH63 7,714,519,403,94,5
CH63 8,634,412,205,23,2
CH63 9,1020,578,244,31,1
CH64 0,653,424,145,15,1
CH64 1,380,160,68,9,0
CH64 2,306,175,69,8,0
CH64 3,413,270,162,46,6
CH64 4,607,414,172,32,2
CH64 5,231,117,18,3,0
CH64 6,744,398,165,24,2
CH64 7,47,45,20,5,1
CH64 8,41,21,4,0,0
CH64 9,819,625,429,82,9
CH65 0,130,136,173,54,1
CH65 2,316,427,401,168,12
CH65 3,188,134,98,27,3
CH65 4,187,170,84,33,3
CH65 5,459,484,414,126,6
CH65 6,623,451,232,23,0
CH65 7,511,508,375,124,5
CH65 8,610,687,560,187,17
CH65 9,1003,730,473,141,5
CH66 1,1042,850,687,166,10
CH66 2,2794,1537,722,92,3
CH66 3,853,831,704,190,8
CH66 4,1778,1145,574,69,5
CH66 5,219,137,78,7,2
CH66 6,100,37,15,2,0
CH66 7,37,30,7,2,0
CH7  1,1890,1399,806,205,13
CH7  2,1726,1349,819,215,12
CH7  3,1298,791,418,69,3
CH7  4,1158,835,468,100,9
CH7  5,1433,887,423,45,3
CH7  6,2478,1506,710,83,2
CH8  7,1351,1247,948,299,25
CH8  8,1307,798,415,54,3
CH8  9,819,738,599,120,6
CM0  7,1431,1175,625,141,11
CM0  8,1535,1186,661,121,16
CM1  1,824,548,235,67,6
CM1  2,2893,2116,1264,322,35
CM1  3,1699,1153,571,114,13
CM1  4,2597,1720,917,200,18
CM1  6,2891,1686,644,125,8
CM1  7,1723,1163,490,76,5
CM11 1,1658,763,275,43,3
CM11 2,2265,1516,794,116,9
CM12 0,2861,1517,715,113,12
CM12 9,1593,1077,500,52,3
CM13 1,1566,1108,607,106,5
CM13 2,2040,1356,713,138,15
CM13 3,1123,860,398,66,2
CM14 4,2318,1533,661,210,18
CM14 5,2116,1211,505,119,15
CM15 0,1635,1182,524,90,4
CM15 8,1385,639,226,28,3
CM15 9,1629,1218,640,132,12
CM16 4,833,524,270,57,7
CM16 5,654,491,303,78,6
CM16 6,1480,1147,575,119,9
CM16 7,1429,919,389,58,5
CM17 0,1262,1034,536,109,13
CM17 9,2918,1900,855,184,15
CM18 6,1817,1986,1314,335,45
CM18 7,1712,1707,1065,292,26
CM19 4,1577,1631,950,241,30
CM19 5,1461,1163,639,143,15
CM2  0,1425,696,328,69,6
CM2  6,3376,1784,817,132,16
CM2  7,1775,1187,587,130,13
CM2  8,2943,2017,1046,231,19
CM2  9,3154,1806,821,125,10
CM20 1,1047,1078,535,139,12
CM20 2,650,635,398,89,13
CM20 3,1405,1701,1229,288,40
CM21 0,886,565,223,37,1
CM21 9,1520,979,393,56,10
CM22 6,1319,858,380,74,2
CM22 7,1237,771,339,51,0
CM23 1,377,152,64,10,0
CM23 2,1756,922,377,98,6
CM23 3,1927,1312,652,135,17
CM23 4,3062,1316,500,70,2
CM23 5,1842,1096,425,86,11
CM24 8,1485,816,330,55,10
CM3  1,1146,687,306,54,4
CM3  2,1042,741,390,57,0
CM3  3,974,636,344,69,3
CM3  4,1985,1163,447,82,24
CM3  5,3179,1913,798,119,17
CM3  6,1665,1269,634,106,8
CM3  7,323,156,65,24,6
CM3  8,597,392,172,42,1
CM4  0,958,633,292,52,3
CM4  9,1174,804,365,44,3
CM5  0,963,739,391,82,8
CM5  9,967,720,380,57,7
CM6  1,2406,1560,698,170,11
CM6  2,1290,754,362,66,4
CM6  3,1478,774,307,33,0
CM7  1,1658,1337,705,157,19
CM7  2,997,773,489,105,10
CM7  3,1957,1575,983,244,26
CM7  4,904,562,261,36,0
CM7  5,1591,1305,825,197,14
CM7  9,1820,1136,507,99,6
CM77 6,540,338,151,17,1
CM77 7,1597,744,256,36,3
CM77 8,1024,665,340,59,2
CM8  1,2571,1870,1209,295,26
CM8  2,2099,1738,1001,249,18
CM8  3,1345,895,421,90,6
CM9  4,1755,1217,586,139,20
CM9  5,752,671,436,140,16
CM9  6,2182,1543,791,145,14
CM9  8,1871,1207,552,83,8
CO1  1,1168,752,338,84,9
CO1  2,2191,1622,848,287,40
CO10 0,2314,1927,1024,161,12
CO10 1,1473,1208,712,183,19
CO10 2,805,818,534,100,6
CO10 5,496,306,124,14,1
CO10 7,1338,935,437,67,7
CO10 8,1109,854,410,46,4
CO10 9,1357,946,540,92,4
CO11 1,1257,785,445,81,2
CO11 2,1430,1010,491,92,6
CO12 3,1110,1126,769,224,32
CO12 4,1643,1677,1268,283,10
CO12 5,702,555,285,49,3
CO13 0,1231,1405,946,105,4
CO13 9,782,753,405,39,0
CO14 8,827,1185,1029,230,17
CO15 1,840,1133,947,236,31
CO15 2,527,1091,1201,409,57
CO15 3,948,1274,1021,402,55
CO15 4,964,1448,1202,213,13
CO15 5,883,1306,1012,127,6
CO15 6,785,1001,732,175,31
CO16 0,540,417,207,44,2
CO16 7,540,768,660,201,21
CO16 8,1312,1630,1462,370,29
CO16 9,753,859,626,134,10
CO2  0,881,589,313,40,2
CO2  7,1680,1059,554,142,10
CO2  8,1971,1909,1054,307,43
CO2  9,1443,949,609,189,15
CO3  0,1486,1073,573,138,11
CO3  3,1982,1095,360,87,11
CO3  4,1269,965,521,70,5
CO3  8,193,94,25,9,0
CO3  9,984,595,273,77,5
CO4  0,1249,1055,612,125,10
CO4  3,2273,2236,1408,398,33
CO4  5,3348,1634,630,156,17
CO4  9,1884,1090,531,187,22
CO5  0,1817,1364,783,142,16
CO5  7,977,605,270,52,3
CO5  8,1480,1171,653,99,3
CO5  9,1416,764,359,67,4
CO6  1,2079,1233,607,106,6
CO6  2,1344,765,376,69,5
CO6  3,1370,760,302,55,5
CO6  4,1309,775,305,33,2
CO6  5,170,117,49,6,0
CO7  0,1478,1318,706,117,9
CO7  6,1318,815,309,39,0
CO7  7,1039,723,371,74,7
CO7  8,1084,821,405,66,3
CO7  9,1736,1086,442,65,10
CO8  5,531,317,125,13,0
CO9  1,1699,1401,787,182,15
CO9  2,1218,846,445,106,13
CO9  3,1106,820,403,62,5
CO9  4,772,549,302,46,1
CR0  0,1732,2313,1819,653,69
CR0  1,1507,1590,777,278,38
CR0  2,2375,3125,1880,630,116
CR0  3,2024,2454,1616,533,79
CR0  4,2578,2477,1342,397,65
CR0  5,2309,1514,630,140,16
CR0  6,3941,3142,1747,504,81
CR0  7,2608,2139,1120,268,37
CR0  8,2168,1701,827,179,19
CR0  9,1747,1608,859,220,19
CR2  0,2463,1371,431,70,9
CR2  6,2141,1646,791,189,31
CR2  7,1863,1210,463,111,21
CR2  8,2073,1457,647,116,12
CR2  9,1295,897,431,61,6
CR3  0,935,681,224,57,5
CR3  5,2515,1647,654,146,14
CR3  6,2129,1238,481,97,5
CR3  7,472,211,53,8,0
CR4  1,2120,2282,1403,388,48
CR4  2,1699,1766,1041,285,30
CR4  3,2163,2572,1610,567,77
CR4  4,1275,1386,814,235,13
CR5  1,2169,1358,622,111,9
CR5  2,1704,1106,528,124,16
CR5  3,1927,1004,389,56,1
CR6  9,1983,1365,596,85,8
CR7  6,1039,1097,671,169,35
CR7  7,2147,2396,1441,367,34
CR7  8,2366,2469,1474,508,66
CR8  1,1058,518,184,35,2
CR8  2,1699,1158,470,94,16
CR8  3,958,536,149,26,3
CR8  4,1223,690,295,68,3
CR8  5,1722,1021,374,96,4
CT1  1,1885,1669,976,398,64
CT1  2,916,729,271,57,10
CT1  3,2508,1563,716,139,20
CT10 1,1398,1221,591,99,14
CT10 2,1855,1550,991,151,9
CT10 3,1228,1020,623,141,9
CT11 0,1309,1195,727,90,10
CT11 7,1414,1243,809,269,26
CT11 8,831,1005,737,274,41
CT11 9,1179,1029,683,272,52
CT12 4,728,543,368,70,4
CT12 5,539,365,214,26,0
CT12 6,1246,1528,1451,495,43
CT13 0,1006,834,573,100,7
CT13 9,756,488,171,29,1
CT14 0,554,407,229,39,6
CT14 6,1091,910,567,119,15
CT14 7,1828,1486,845,148,17
CT14 8,600,396,169,27,2
CT14 9,2449,2047,1479,292,13
CT15 4,653,477,276,85,5
CT15 5,486,416,188,42,0
CT15 6,550,414,193,35,4
CT15 7,733,520,236,45,0
CT16 1,527,645,470,160,39
CT16 2,1552,1512,949,325,34
CT16 3,1083,809,406,43,1
CT17 0,1976,1690,1169,383,42
CT17 9,1488,1411,958,266,31
CT18 7,1989,1437,666,144,13
CT18 8,642,458,221,38,1
CT19 4,1388,1250,764,191,18
CT19 5,1700,1435,822,271,37
CT19 6,1281,1308,958,319,35
CT2  0,1026,821,498,74,7
CT2  7,1744,1103,474,145,21
CT2  8,1494,1049,540,111,9
CT2  9,789,479,231,25,1
CT20 1,966,1259,979,507,134
CT20 2,1522,1454,816,203,49
CT20 3,1402,1190,551,121,22
CT21 4,978,597,238,32,8
CT21 5,1312,1071,521,109,15
CT21 6,1110,1031,688,162,17
CT3  1,1237,788,353,55,8
CT3  2,638,397,243,50,4
CT3  3,559,594,473,119,12
CT3  4,681,461,195,61,4
CT4  5,901,528,219,30,1
CT4  6,1078,689,286,48,6
CT4  7,1204,659,280,57,9
CT4  8,405,258,115,16,1
CT5  1,1637,1079,584,124,16
CT5  2,1520,1284,819,141,12
CT5  3,1320,925,452,55,1
CT5  4,1854,1597,926,167,9
CT6  5,1132,1207,814,272,39
CT6  6,1720,1455,810,135,11
CT6  7,2183,1726,946,174,17
CT6  8,1264,1351,967,188,24
CT7  0,615,674,514,107,6
CT7  9,1267,1376,896,144,10
CT8  8,1165,1207,789,195,26
CT9  1,762,1061,903,405,63
CT9  2,1132,1523,1366,465,75
CT9  3,1496,1775,1247,300,26
CT9  4,586,624,381,102,8
CT9  5,1660,1480,1041,284,42
CV1  1,49,55,30,17,3
CV1  2,1091,902,482,143,17
CV1  3,647,782,470,229,50
CV1  4,1001,1215,938,350,67
CV1  5,732,1228,916,415,63
CV10 0,2248,1779,1153,243,17
CV10 7,1916,1448,960,242,21
CV10 8,1758,1717,1231,342,22
CV10 9,2326,1784,1174,324,31
CV11 4,2077,1713,1089,292,30
CV11 5,1605,1590,1229,455,53
CV11 6,3426,1995,829,93,6
CV12 0,1476,1265,850,183,4
CV12 8,1739,1527,1097,270,20
CV12 9,1831,1715,1368,305,16
CV13 0,1404,853,415,68,3
CV13 6,932,512,263,45,1
CV2  1,1130,1732,1642,651,77
CV2  2,2178,1741,1074,210,16
CV2  3,2084,1728,1195,280,28
CV2  4,1952,1948,1258,427,57
CV2  5,2026,1607,991,281,23
CV21 1,1758,1392,737,194,16
CV21 2,1336,1337,794,233,18
CV21 3,1998,1471,782,190,22
CV21 4,1430,1141,635,90,7
CV22 5,1981,1134,434,82,3
CV22 6,2118,1537,810,131,7
CV22 7,3224,1901,892,167,9
CV23 0,2226,1110,455,56,5
CV23 8,1050,581,226,24,2
CV23 9,1401,904,399,88,7
CV3  1,1227,1200,838,273,19
CV3  2,2948,2204,1203,243,20
CV3  3,813,1228,1044,499,96
CV3  4,839,690,411,117,9
CV3  5,2490,1784,1131,290,31
CV3  6,2628,1634,606,78,9
CV31 1,2440,1566,780,166,24
CV31 2,2100,1599,931,186,14
CV31 3,1231,1013,546,169,24
CV32 4,737,502,226,47,4
CV32 5,2122,1250,492,150,17
CV32 6,1947,878,318,47,4
CV32 7,2755,1836,1029,203,14
CV33 9,1422,750,336,60,2
CV34 4,1317,843,441,93,10
CV34 5,3002,1889,1046,253,19
CV34 6,2925,1251,513,96,12
CV35 0,1297,738,339,55,3
CV35 7,1411,574,161,28,3
CV35 8,1411,684,270,34,2
CV35 9,1710,1026,464,70,1
CV36 4,1478,988,439,53,8
CV36 5,675,403,149,28,1
CV37 0,1374,885,451,105,13
CV37 6,1653,1184,569,88,12
CV37 7,2137,1085,360,47,3
CV37 8,1578,853,397,73,5
CV37 9,2556,1596,808,150,8
CV4  7,902,539,187,39,1
CV4  8,1141,892,675,278,30
CV4  9,2955,2305,1501,487,51
CV47 0,393,333,198,31,1
CV47 1,935,602,249,33,3
CV47 2,1174,571,254,46,2
CV47 7,177,93,43,3,1
CV47 8,545,277,138,21,0
CV47 9,438,248,124,17,0
CV5  6,2976,1522,662,184,14
CV5  7,2540,1695,787,88,6
CV5  8,2550,1625,866,215,28
CV5  9,2027,1447,691,107,6
CV6  1,2379,1819,1157,305,16
CV6  2,2047,1603,1053,251,21
CV6  3,1483,1396,982,309,18
CV6  4,1693,1740,1240,394,36
CV6  5,970,1619,1403,594,80
CV6  6,1661,1484,892,320,34
CV6  7,1419,1696,1309,413,60
CV7  7,2443,1309,556,95,4
CV7  8,1425,1110,764,149,7
CV7  9,1346,1262,796,160,8
CV8  1,2673,1448,641,82,5
CV8  2,3465,1687,646,82,6
CV8  3,1476,914,397,52,6
CV9  1,903,856,655,166,17
CV9  2,1461,1214,889,180,6
CV9  3,1214,884,491,86,3
CW1  2,259,283,184,53,7
CW1  3,2596,2480,1682,559,28
CW1  4,1927,1409,949,247,24
CW1  5,2021,1359,736,97,6
CW1  6,220,163,116,16,1
CW10 0,1536,899,527,127,12
CW10 9,1506,866,409,97,12
CW11 1,1629,968,500,94,4
CW11 2,406,243,132,16,1
CW11 3,1673,813,363,73,9
CW11 4,1356,808,529,70,3
CW12 1,815,573,320,124,14
CW12 2,978,668,378,74,5
CW12 3,2163,1205,649,150,10
CW12 4,2262,1373,823,115,7
CW2  5,1764,1093,527,69,1
CW2  6,1999,1448,707,145,15
CW2  7,1506,1353,801,242,26
CW2  8,2370,1884,1122,216,15
CW3  0,593,396,161,22,6
CW3  9,1341,884,439,80,4
CW4  7,1421,745,303,33,1
CW4  8,864,419,171,16,2
CW5  5,1592,1236,794,214,24
CW5  6,1694,1049,484,68,2
CW5  7,2268,1068,459,62,4
CW5  8,928,563,246,57,3
CW6  0,1593,857,404,60,4
CW6  9,1216,610,247,33,1
CW7  1,1401,1184,874,284,14
CW7  2,1733,1461,1023,275,29
CW7  3,1555,1171,811,246,13
CW7  4,314,267,174,35,2
CW8  1,1854,1125,618,161,14
CW8  2,2117,1164,434,68,3
CW8  3,1224,1016,683,136,6
CW8  4,2159,1376,712,175,15
CW9  5,560,475,351,127,14
CW9  6,1265,758,343,43,1
CW9  7,1823,1453,948,302,19
CW9  8,3040,1490,797,175,14
DA1  1,1850,1308,654,158,16
DA1  2,1904,1629,1009,257,34
DA1  3,2228,1505,702,135,7
DA1  4,1399,1201,840,199,18
DA1  5,1639,1650,1090,302,33
DA10 0,970,985,675,196,14
DA11 0,1265,1263,785,251,31
DA11 7,1370,1230,759,200,18
DA11 8,1640,1392,964,228,13
DA11 9,1346,1312,823,274,29
DA12 1,1025,1000,528,197,40
DA12 2,1168,1298,868,265,30
DA12 3,473,340,141,26,1
DA12 4,2193,1940,1208,271,20
DA12 5,2272,1959,1221,319,28
